recipe_id,title,description,recipe_url,image_url,ingredients_list,directions,# Interactions,average_rating,number_of_ratings,tags
29653,Pommes Anna (Potatoes Anna),From Cooking Light. Tasty!,https://www.food.com/recipe/pommes-anna-potatoes-anna-29653,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/29/65/3/picWtzyC5.jpg","kosher salt or 1 teaspoon $template2$ | black pepper | unsalted butter | potatoes, cut into 1/8 inch thick slices | unsalted butter, melted and divided | chopped fresh flat-leaf parsley (optional)","Preheat oven to 450 degrees F. | Combine salt and pepper in a small bowl. | Melt 2 1/2 T butter in a 10-inch cast iron or ovenproof heavy skillet over medium heat. | (I've found pan size is important here. Otherwise adjust quantities and cooking times.) Arrange a single layer of potato slices, slightly overlapping, in a circular pattern in pan, sprinkle with 1/4 tsp salt mixture. | Drizzle 1/2 tsp melted butter over potatoes. | Repeat layers 5 times, ending with butter; press firmly to pack. | (I press firmly to pack before adding the last of the butter.) Cover and bake at 450 degrees for 20 minutes. | Uncover and bake an additional 25 minutes or until potatoes are golden. | Loosen edges of potatoes with a spatula. | Place a plate upside down on top of pan, invert potatoes onto plate. | Sprinkle with parsley, if desired.",11,"4,9",10,60-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | occasion | low-protein | healthy | breakfast | side-dishes | potatoes | vegetables | french | oven | european | kid-friendly | low-fat | vegetarian | dietary | low-cholesterol | low-calorie | healthy-2 | low-in-something | equipment
250258,Bellissimo Panini,"You do not need a panini press to make this sandwich, just use a skillet.  From the cookbook ""Delizioso: Panini the Italian Way""",https://www.food.com/recipe/bellissimo-panini-250258,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/25/02/58/01475431635.jpeg","large red bell pepper, cored, seeded and thinly sliced | small red onion, peeled and thinly sliced | extra virgin olive oil | ciabatta rolls, split | garlic-infused olive oil | salt and pepper (to taste) | prosciutto, sliced thinly | provolone cheese, thinly sliced | arugula | extra virgin olive oil","In a small saute pan over medium heat saute pepper and onion in 1 tsp olive oil until onion is translucent and pepper is softened. | Brush each cut side of the rolls with garlic olive oil and lightly salt and pepper. | Assemble sandwiches using prosciutto, cheese, arugula, and sauteed vegetables. Lightly brush outside of assembled sandwiches with remaining olive oil. | Cook until done, about 4-8 minutes.",11,"4,82",11,15-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | occasion | lunch | main-dish | pork | vegetables | easy | european | holiday-event | kid-friendly | italian | dietary | sandwiches | inexpensive | meat | greens | lettuces | to-go
369814,Magdalenas - Spanish Cakes,"Magdalenas are small sweet cakes that are rich-tasting, but light and fluffy. The Spanish traditionally eat them at breakfast with café con leche, and they are said to have originated in Aragón. They are also good with hot chocolate.",https://www.food.com/recipe/magdalenas-spanish-cakes-369814,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/36/98/14/pic80t56d.jpg","eggs | granulated sugar | unsalted butter | unbleached white flour | baking powder | lemon, Zest of | vanilla extract | milk","Preheat the oven to 375 degrees Fahrenheit (200 degrees Centigrade). Measure 1/4 cup sugar into small bowl and set aside. | Beat the eggs with 3/4 cup sugar until the mixture is light. | In a small sauce pan, melt the butter on medium on the stove top. Or, melt it in the microwave. Make sure that the butter cools slightly and is not bubbling. As you continue to beat the egg mixture, slowly pour in the melted butter, making sure to mix thoroughly. Stir in the lemon zest, vanilla, and milk. | Measure out the flour into a separate bowl. Add the baking powder to the flour and mix thoroughly. | While stirring the egg mixture, add in the flour mixture. Continue to stir until all ingredients are mixed well. The batter will be very thick. | Place paper liners in to cupcake pan. Use a large serving spoon to spoon batter into pan, filling each one half full. Batter will more than double in size when baked. Use a teaspoon to sprinkle each magdalena with a bit of the reserved sugar. | Place pans on the middle shelf of the preheated oven for 18-20 minutes, until magdalenas have turned a golden color. Remove from oven and allow to cool for 5 minutes before taking out of the pan to cool further.",11,"4,88",10,30-minutes-or-less | time-to-make | course | cuisine | preparation | north-american | breads | american | spanish | easy | european | californian | quick-breads
228509,Authentic Irish Soda Bread-Yeast Free,"This soda bread recipe is my personal one and very simple to make. Most homes in Ireland still make this bread daily and all have slight variations in ingredients or baking times. If you have ever traveled to Ireland, this is the soda bread you ate with your seafood chowder, soup, stew and breakfasts!",https://www.food.com/recipe/authentic-irish-soda-bread-yeast-free-228509,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/22/85/09/picak67vI.jpg",wheat flour | self-rising flour | unsweetened plain yogurt | olive oil | honey | bicarbonate of soda | baking powder | pinch salt,"Grease and flour a 8"" (20cm) cake tin (high walls are better but not necessary.). | Preheat oven to 190°C/375°F or 180C/350F if using a fan assisted oven. | Sieve self-rising flour with bicarbonate of soda, baking powder and salt into a large bowl. (It is important to sieve the bicarbonate of soda with the self-rising flour, if it is added at a later stage it will give the bread a greenish tinge!). | Add the wheat flour to the bowl (no need to sieve). | In a jug mix the yogurt, honey and olive oil then pour onto the flour mixtures in the bowl. | Stir with a wooden spoon until well mixed and a soft sticky dough is formed. | Flour a surface for kneading and knead lightly (20 turns max). Form into a round shape, this does not have to fit the tin as it will spread when cooking. | Transfer to the floured cake tin and with a knife cut a cross across the top and place in the oven for 45 minutes. (The cutting of the cross helps to portion the bread for slicing in quarters.). | Eat when cool with just real butter or your favourite topping and a cup of sweet tea. It is lovely toasted too!",11,"3,86",10,60-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | occasion | healthy | breads | oven | easy | european | holiday-event | vegetarian | irish | grains | dietary | low-cholesterol | st-patricks-day | inexpensive | quick-breads | low-in-something | pasta-rice-and-grains | equipment
302697,Scottish Baps - Soft Morning Bread Rolls,"These classic Scottish bread rolls are so easy to make - with only one kneading required. They are soft with a distinctive floured finish and are excellent for all manner of fillings, but especially bacon or cheese and salad. These baps are quite wide without much height, and they must only be baked for a maximum of 10 minutes in order to maintain their soft texture. Preparation time includes the proving and kneading time. They are best eaten on the day that they are made - they are delicious toasted the next day however.",https://www.food.com/recipe/scottish-baps-soft-morning-bread-rolls-302697,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/30/26/97/picbVTw4P.jpg","fresh yeast | sugar, for creaming the yeast | milk, and | water, mixed and warmed to blood heat (more if necessary) | white bread flour | salt | butter | flour, for dusting","Rub the butter into the flour and make a well in the centre. | Cream the yeast with the sugar, then add the liquid and salt, and pour into the well. Mix to a slack dough, adding extra warm liquid if required. | Allow to rise until the dough has doubled in bulk, for about an hour or two according to temperature. | Knead, and divide in eight even pieces. Knead each into a ball about the size of a fist, and flatten with the hand. Then lightly roll to a round with a rolling-pin. | Place the ball doughs on a well-floured baking tray/s, lightly pressing your thumb in to the middle of the baps. Brush with milk and sprinkle flour all over the top of the baps. Prove for 15 to 20 minutes until well risen. | Bake in the oven at 200°C (400°F) mark 6 for 10 minutes, or until firm and lightly golden brown, but still soft - tap them underneath and they should sound hollow when they are cooked. . Cool on a wire rack. Dust with more flour. | These freeze very well - serve them with assorted fillings for sandwiches or just split whilst warm and spread with butter. | US conversions: 1 lb flour = 4 cups. 2 ozs butter = 1/2 stick butter.",11,"4,5",10,time-to-make | course | main-ingredient | cuisine | preparation | occasion | healthy | breads | european | finger-food | heirloom-historical | holiday-event | kid-friendly | picnic | vegetarian | english | scottish | rolls-biscuits | grains | dietary | oamc-freezer-make-ahead | brown-bag | egg-free | yeast | free-of-something | toddler-friendly | pasta-rice-and-grains | brunch | to-go | number-of-servings | presentation | served-cold | served-hot | 4-hours-or-less
22847,Mushrooms Stuffed With Feta Cheese And Garlic,,https://www.food.com/recipe/mushrooms-stuffed-with-feta-cheese-and-garlic-22847,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/22/84/7/picwHtlyP.jpg","medium to large mushroom | feta cheese, mashed | cream cheese, softened | grated parmesan cheese | chopped green onion | finely chopped parsley | egg | garlic crouton, crushed into crumbs","Clean and remove stems of mushrooms and baste mushrooms with melted butter. | Combine all ingredients except for the mushrooms and stir until mixture is well blended. | Fill the mushrooms with the mixture, mounding the mixture high into the caps. | Bake in a 350 F oven until hot. | Then broil for a few seconds until lightly browned.",11,"4,4",10,60-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | occasion | north-american | appetizers | lunch | eggs-dairy | vegetables | greek | oven | european | dinner-party | finger-food | holiday-event | romantic | italian | cheese | broil | dietary | seasonal | low-carb | mushrooms | low-in-something | taste-mood | equipment | number-of-servings | presentation
62302,Greek Potato Salad II,Takes potato salad to another level altogether!,https://www.food.com/recipe/greek-potato-salad-ii-62302,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/62/30/2/pic7wIhN6.jpg","small red potatoes, halved and sliced crosswise,¼ inch thick | small red onion, halved and sliced thin crosswise | kalamata olives, pitted and cut into slivers | capers | hard-boiled eggs, quartered | cloves unpeeled garlic | crumbled oregano | red wine vinegar | olive oil | crumbled feta cheese | finely chopped cilantro or 1/2 cup $template2$","Steam potatoes in batches, covered, for 6-8 minutes, or until just tender and, in a large bowl, combine with the onion, olives, capers, and hard-boiled eggs. | Boil garlic for 5 minutes and peel it. | In a blender, puree garlic with oregano, vinegar and oil. | Add feta and blend dressing until it is combined well. | Toss potatoes with dressing and cilantro and season to taste.",11,"4,9",10,30-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | salads | side-dishes | eggs-dairy | potatoes | vegetables | greek | european | cheese | eggs
269274,Anthony's Favorite Stuffed Shells,"This is my son Anthony's favorite recipe that I make especially for him. It's simple and easy, and warms the heart. For a healthier Lite-Bleu version try Recipe #276033",https://www.food.com/recipe/anthonys-favorite-stuffed-shells-269274,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/26/92/74/picyWqdkQ.jpg","box jumbo pasta shells, cooked | ricotta cheese | mozzarella cheese, shredded | parsley, chopped | salt | black pepper | eggs | spaghetti sauce (2 jars Barillo Classico) | parmesan cheese, grated","Preheat oven to 425°F In a large bowl, mix ricotta and mozzarella cheeses, parsley, salt, pepper, and eggs thoroughly. | Pour a little more than half the sauce in a 9x13x2"" pan. Fill shells with cheese mixture generously, and place into the pan with the sauce. | Drizzle remaining sauce lightly over the top of the shells. Sprinkle with parmesan cheese. | Bake 30-40 minutes until bubbly. Let stand a few minutes before serving.",11,"4,8",10,time-to-make | course | main-ingredient | cuisine | preparation | occasion | main-dish | eggs-dairy | pasta | easy | european | beginner-cook | potluck | dinner-party | kid-friendly | italian | cheese | dietary | comfort-food | pasta-rice-and-grains | pasta-shells | taste-mood | to-go | 4-hours-or-less
144231,Lithuanian Cabbage Soup (Kopustu Sriuba),"This is the soup our mom always made. The combination of fresh cabbage and sauerkraut is what makes this special. I measured quantities in response to a request, but I usually just toss things together. If you use a slotted spoon, this also makes a good side - just reduce the amount of liquid used. Serve with boiled potatoes.",https://www.food.com/recipe/lithuanian-cabbage-soup-kopustu-sriuba-144231,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/14/42/31/picSAkZPl.jpg","sauerkraut | chicken stock, low-sodium recommended | water | smoked ham hocks | peppercorns | whole bay leaves | medium tomatoes, cored, seeded and diced | medium onion, chopped | medium head of cabbage, shredded","In a large pot, place the sauerkraut, chicken stock, smoked meat, peppercorns and bay leaves. Add water to cover. Bring to a boil, reduce temperature, cover and simmer for 1 to 2 hours. Meat should be tender. | Remove meat, discard bones, dice and return to the pot. Add the shredded cabbage, tomatoes and onion. Bring to a boil, reduce to a simmer and cook another hour or so. | Add water, as necessary, to keep it soupy. | To serve, remove the bay leaves and dish up, with hot boiled potatoes on the side. | Note: If you prefer, substitute 1 cup shredded carrots for the tomatoes. Smoked turkey is a good substitute for the ham hocks. And there is nothing wrong with a nice hambone! | Note2: You can drain and rinse the sauerkraut for a milder dish, but I think this is pretty mild, because of all the liquid and the fresh cabbage. | Note3: You can reduce the amount of chicken stock if you need to - the meat will add a lot of substance to the liquid. I also have used the strained liquid left over after cooking a corned beef in the crock.",11,"4,88",10,time-to-make | course | main-ingredient | cuisine | preparation | very-low-carbs | soups-stews | pork | easy | european | dietary | low-cholesterol | low-saturated-fat | low-calorie | low-carb | healthy-2 | low-in-something | meat | 4-hours-or-less
384111,Mediterranean Herbed Rice,"This rice side dish is excellent in the spring, when fresh herbs are so abundant and easy to find.  Although the recipe calls for basmati rice, I think you could use any long- or medium-grain white rice.  Just please adjust the cooking instructions to accommodate your rice selection (and cook the rice according to the package directions).",https://www.food.com/recipe/mediterranean-herbed-rice-384111,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/38/41/11/picFDCRbK.jpg","water | low-sodium instant chicken bouillon granules (or 1 bouillon cube) | basmati rice | chopped onion | chopped celery | button mushrooms, sliced | garlic cloves, minced (or more or less, to suit) | olive oil | snipped fresh herbs (basil is my favorite) | snipped fresh rosemary | salt | ground black pepper","In a medium saucepan bring water to a boil; stir in the bouillon. Add the rice and stir several times until it returns to boiling. Reduce the heat to low. Cover the pan and let it simmer over low heat for about 10 minutes or until the liquid is absorbed. Remove the saucepan from the heat, and let the pan stand undisturbed, covered, for 10 minutes. (Do not lift the lid!). | In the meantime: In a large skillet, saute the onion, celery, mushrooms and garlic in the olive oil over medium heat for 3 minutes (or until the celery and onion are tender). Remove the skillet from the heat. | Add the cooked rice, fresh herbs, and rosemary. Season with salt and pepper, and stir just until well combined. Serve while still hot.",11,"4,8",10,30-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | side-dishes | rice | easy | european | dietary | pasta-rice-and-grains | white-rice | 3-steps-or-less
228777,Hot Bacon & Swiss Dip With Pita Crisps,"This was a recipe I received from my friend Terri.  She served this dip using one of the small crock pots (2-3 cup).  It kept the cheese melted and warm through the whole party.  The chips really make this recipe, but could use crackers.  This is a great dip to make for parties as it keeps warm throughout, awesome for football parties, guys love this hardy dip!!!!",https://www.food.com/recipe/hot-bacon-swiss-dip-with-pita-crisps-228777,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/22/87/77/picPYR7Ga.jpg","package cream cheese | Miracle Whip (I would not substitute mayonnaise) | swiss cheese, shredded | green onions, sliced thinly | slices bacon, cooked and crumbled | whole wheat pita bread | butter | sesame seeds, toasted","Preheat oven to 375 degrees. | In microwave safe bowl, soften cream cheese on medium (50%) for 30 seconds. Mix cream cheese, miracle whip, swiss cheese, green onions and bacon until well blended. | Spoon mixture into 2 1/2 cup casserole dish or 9-inch pie plate(or use tiny crock pot). Microwave on high for 4 minutes or until heated through, if using crock pot, just pour mixture into it and turn it on. | Take pita and cut them into 8ths, and then split each triangle by separating it from outer seam, into 2 pieces. Spread rough side with butter and sprinkle with sesame seeds. | Place on cookie sheet and bake for 8-10 minutes or until crisp.",11,"4,4",10,30-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | occasion | appetizers | eggs-dairy | easy | european | holiday-event | dips | cheese | dietary | high-calcium | high-in-something
356586,Pierogi Beef Skillet,We love pierogis and this looks like a different and delicious way to serve them. It makes a complete meal-in-one. You could also substitute onion and potato pierogies in this dish. Recipe is from Simple and Delicious.,https://www.food.com/recipe/pierogi-beef-skillet-356586,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/35/65/86/picxEPqu6.jpg","ground beef | onion, chopped | all-purpose flour | beef broth | package frozen cheese and potato pierogies, thawed | frozen mixed vegetables, thawed and drained | salt | black pepper | italian seasoning | cheddar cheese, shredded","In large skillet, cook beef and onion over medium heat until meat is no longer pink; drain, reserving 3 T drippings. | Sprinkle flour over beef and drippings; stir until blended. | Gradually add beef broth. | Bring to a boil; cook and stir for 2 minutes or until thickened. | Stir in the pierogies, vegetables and seasonings. | Cook, uncovered, for 4-5 minutes or until heated through. | Sprinkle with cheese.",11,"4,2",10,30-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | occasion | main-dish | beef | pasta | european | kid-friendly | stove-top | dietary | one-dish-meal | comfort-food | ground-beef | meat | pasta-rice-and-grains | taste-mood | savory | equipment | number-of-servings | presentation | served-hot
186845,Seafood Dinner,"It's seafood and it's dinner... fish, shrimp, and scallops simmered in broth that is very tasty!",https://www.food.com/recipe/seafood-dinner-186845,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/18/68/45/picMmtEAz.jpg","scallops (I prefer the small ones) | shrimp, peeled and deveined | cod (or other mild white fish) | jar salsa (mild or hot, your choice) | dry white wine | chicken broth | lemon | butter (not margarine) | olive oil | kosher salt | ground black pepper","Heat olive oil and butter over medium heat. | Cut fish into large chunks and sprinkle with salt and pepper, to taste and brown lightly in oil and butter (about 1 minute per side). | Remove fish from pan and set aside. | Add wine (careful to keep wine from direct heat while pouring into pan) and deglaze pan. | Stir in jar of salsa and chicken broth. Let broth simmer over medium heat until liquid begins to bubble. | Add scallops and shrimp to broth, stir gently, cover, and let simmer for 10 minutes. | Cut lemon in half, squeeze juice into pan. | Add fish back to pan and gently stir. | Replace cover and simmer another 6-7 minutes. | Serve in large bowls with crunchy bread and enjoy!",11,"4,91",11,60-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | healthy | very-low-carbs | main-dish | seafood | european | low-fat | italian | shrimp | fish | dietary | one-dish-meal | low-saturated-fat | low-calorie | low-carb | scallops | low-in-something | saltwater-fish | cod | shellfish
179107,Authentic Greek Moussaka,"This recipe came from a neighbor of mine. When they heard of the world challange I was doing they offered me this recipe. A greek family ofcource.  This is a favorite of theirs!
 Time Does not include Prep work.",https://www.food.com/recipe/authentic-greek-moussaka-179107,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/17/91/07/01477091629.jpeg","butter or 2 tablespoons $template2$ | finely chopped onion | ground chuck or 1 1/2 lbs lamb | crushed garlic clove | dried oregano leaves | dried basil leaves | cinnamon | salt | dash pepper | tomato sauce | medium eggplants | dash salt | butter or 1/2 cup $template2$, melted | butter or 2 tablespoons $template2$ | flour | salt | dash pepper | milk | grated parmesan cheese | grated cheddar cheese | dry breadcrumbs | eggs","Meat Sauce: | Melt butter in a 3 1/2 Quart Dutch oven, sauté onion, ground chuck or lamb and garlic, stirring until brown, 10 minutes. | Add herbs, spices and tomato sauce and stirring until it starts to boiling. | Reduce heat and simmer, uncover, 1/2 hour. | Halve unpaired eggplants lengthwise. Slice 1/2-inch thick. | Place in bottom of broiler and sprinkle lightly with salt. | Brush lightly with melted butter. | Broil 4-inches from heat, 4 minutes per side, or until golden. | Preheat oven to 350 Degrees. | Make Cream Sauce. | In medium saucepan, melt butter. | Remove from heat and stir in flour, salt and pepper. Add milk gradually. | Bring to boiling, stirring until thickened. | Remove from heat. | In small bowl beat eggs with wire whisk. | Beat in some hot Cream Sauce mixture. Return mixture to saucepan and mix well. Set aside. | To assemble casserole, in bottom of shallow, 2 quart baking dish (12x7x2 inches). | Layer half of eggplants, overlapping slightly. Sprinkle with 2 Tbsp of each of grated parmesan and cheddar cheese. Stir bread crumbs into meat sauce. Spoon evenly over eggplant in casserole, then sprinkle with 2 Tbsp of each of parmesan and cheddar cheese. | Layer rest of eggplant spices, overlapping, as before. Pour Cream Sauce over all. Sprinkle top of remaining cheese. | Back 35 to 40 Minutes or until golden brown and top is set. | If desired, brown top of little more under broiler, 1 minute. | Cool slightly to serve. Cut in Squares.",11,"4,4",10,time-to-make | course | main-ingredient | cuisine | preparation | main-dish | vegetables | greek | european | dietary | meat | squash | 4-hours-or-less
151058,Gluehwein  / Gluhwein,This is a traditional German/Austrian holiday drink that is often enjoyed after a chilly day of skiing. I got this recipe from Else on Allrecipes.com and can't wait to try it. I modified it slightly based on its reviews.,https://www.food.com/recipe/gluehwein-gluhwein-151058,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/15/10/58/piciRqBCj.jpg",water (or orange juice) | white sugar (or less to taste) | cinnamon stick | orange | whole cloves | bottle red wine,"In a saucepan, combine the water, sugar, and cinnamon stick. Bring to a boil, reduce heat, and simmer. | Cut the orange in half, and squeeze the juice into the simmering water. Push the cloves into the outside of the orange peel, and place peel in the simmering water. Continue simmering for 30 minutes, until thick and syrupy. | Pour in the wine, and heat until steaming but not simmering. Remove the clove-studded orange halves. | Serve hot in mugs or glasses that have been preheated in warm water (cold glasses will break.).",11,"4,9",10,lactose | 60-minutes-or-less | time-to-make | course | cuisine | preparation | occasion | beverages | german | european | austrian | dinner-party | vegetarian | cocktails | dietary | comfort-food | free-of-something | taste-mood | sweet
96002,No-vinegar Dill Pickles,"Posted in response to a request for dill pickles made without vinegar. This recipe is per quart; make as many quarts as you like. These are excellent, and very easy to make. The hardest part about making pickles is scrubbing the cucumbers, and I'm not kidding. I prefer fairly small pickling cucumbers, and pay a premium to get them. Dump them in a sink, cover with cold water, then start fishing them out and scrubbing them THOROUGHLY with a soft brush. Get every bit of grit and dried-out cucumber blossom off of them, or they will not taste so good. When you have scrubbed every last blessed cucumber, rinse them again. Now you are ready to start - or maybe two-thirds done.",https://www.food.com/recipe/no-vinegar-dill-pickles-96002,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/96/00/2/picZFJNXl.jpg","kosher salt | mixed pickling spices | clove garlic (optional) | cucumber | head of fresh green dill seed | filtered water, at room temperature","Put the quart jar (s) in a large pot, cover and bring to a boil. | Boil them for 10 minutes. | Remove and empty them. | Put the salt, spices and garlic in the bottom of a sterilized quart jar. | The amount listed is for one jar. | Add a little water to dissolve the salt. | Pack- I say PACK! | -with cucumbers and a couple heads of dill, as tightly as possible, without breaking the cucumbers. | Leave a little headroom. | Fill up with water, leaving 1"" headroom at the top. | Cap lightly for 24 hours, then tighten and store for 6 weeks in a cool dark place. | Use sterilized lids and rings to cap. | (Boil both for 5 minutes.). | Place on newspaper in case they leak while fermenting. | Store in a cool dark spot- a basement is ideal. | I make these every year for fear that my father might disown me if I failed to make him 6 or 8 jars for his Christmas present.",11,"4,5",10,time-to-make | course | main-ingredient | cuisine | preparation | occasion | for-large-groups | appetizers | canning | condiments-etc | vegetables | 1-day-or-more | european | kosher | summer | vegan | vegetarian | dietary | gifts | seasonal | number-of-servings | technique | water-bath | unprocessed-freezer
11590,Simple Pasta With Butter Sauce,"Never mind the butter sauce. Whatever is your preference. If you are preparing a butter sauce, I think this is an excellent way to prepare the pasta.",https://www.food.com/recipe/simple-pasta-with-butter-sauce-11590,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/11/59/0/picuvA96p.jpg","pasta | butter | grated parmesan cheese | dried oregano | cloves, fresh pressed garlic | mixed diced vegetables or 2 tablespoons dried vegetable flakes | black pepper | pinch cayenne pepper | olive oil | pinches salt","First, to the pasta water, add 3 pinches of salt, 1 clove pressed garlic, 2 tsp of dried oregano, veggies. | Bring to a full boil, then reduce heat to simmer for 15 minutes. | Then bring it back to a full boil, and add the pasta. | It works. | Meantime, in a saucepan, add butter, parmesan cheese, 1 tsp dried oregano, 1 clove pressed garlic, 1/2 tsp black pepper, pinch of cayenne pepper, 1/2 tsp olive oil. | Melt on simmer, and stir well. | Drain the pasta, place in a service bowl, add the sauce, a generous sprinkling of parmesan cheese, and toss.,Serve.,Enjoy.",11,"4,18",11,60-minutes-or-less | time-to-make | main-ingredient | cuisine | preparation | occasion | north-american | for-1-or-2 | pasta | american | easy | european | kid-friendly | italian | stove-top | dietary | comfort-food | pasta-rice-and-grains | taste-mood | equipment | number-of-servings
9110,Meat Pie with Phyllo Dough,"I was looking for a Greek Meat Pie and really couldn't find one, so I made one up! Enjoy it!",https://www.food.com/recipe/meat-pie-with-phyllo-dough-9110,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/91/10/y1M2Vd6TRiewz07JHFmh_Greek%2520Meat%2520Pie%2520with%2520Phyllo%2520pan.jpg","lean ground beef | sheets phyllo dough | tomato paste | olive oil-flavored Pam | olive oil | small onion, finely chopped | cloves garlic, crushed or minced | feta cheese, crumbled | cinnamon (or to taste) | allspice (or to taste) | salt and pepper","In a pan, heat the garlic with half of the olive oil. | Add in the ground meat and small onion. | When the meat is almost cooked through add in the tomato paste. | Add in the salt, pepper, cinnamon and all spice to your taste. | When cooked completely through, remove from heat and set aside in a bowl. | Preheat the oven to 375F degrees. | In a large lasagna size glass pan, spray the bottom of the pan with Pam. | Add one sheet of the Phyllo dough. | Spray that sheet and add another layer the same way until you have 5 sheets sprayed down with the Pam and layered on top of each other. | You can let it go over the sides if the pan is too small for the sheet. | Once you have the 5 sheets, add the meat to the sheets and spread evenly. | Add the feta cheese evenly on top of the meat mixture. | Make sure it is crumbled small. | You do not want large chunks in one spot. | Once you are through with that, start to add the remaining sheets the same way you did to begin with, remembering to spray each sheet as you layer. | On the top layer, I sprayed with the Pam and also put the remaining olive oil on it spread evenly. | You do not have to do this, I just like the extra taste. | I also folded over the overlay to make it seal somewhat. | Cook for about 15-17 minutes or until it is lightly golden on the top.",11,"4,8",10,30-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | main-dish | beef | greek | oven | european | dietary | ground-beef | meat | equipment
108596,Mrs. Vollmer's German Apple Cake,"This comes from the St. David's School Cookbook (1974) and I have been making it now for thirty years. It's wonderful for parties; it's very elegant and rich, and really extraordinarily delicious. The pastry--which is really like shortbread--is good enough to eat by itself; the combination makes for a great dessert. It is rich enough that it doesn't need whipped cream (though I wouldn't stop anyone from adding some).",https://www.food.com/recipe/mrs-vollmers-german-apple-cake-108596,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/10/85/96/picuaNJFC.jpg","apples I recommend a combination of Granny Smith and Mackintosh | apricot jam | fresh lemon juice | cinnamon | sugar | slivered almonds optional | sweet butter, softened | granulated sugar | yolks | vanilla extract | salt | unbleached white flour","For the crust: | Blend the softened butter with the sugar thoroughly. | When creamy, add egg yolks vanilla and salt. | Mix well. | Blend in flour gradually, mixing lightly by hand until a homogenous mass. | Pat dough into a 12"" rectangular pyrex baking dish until it is evenly distributed over the bottom and part way up the sides. | For the filling: | Peel and core apples and slice them into fairly thin slices. | Sprinkle the slices with lemon juice, cinnamon and sugar as you go, placing them into a bowl, until all the apples are sliced. | Warm the jam. | If it is in a glass jar, loosen the lid and place the jar in a small pot of water, with the water coming half way up the side of jar. | Simmer over low heat until jam is soft. | Spread half the jam on the surface of the crust, and then place the apples, slightly overlapping, in as many rows as the bottom will take. | If you are using Mackintosh apples, they will shrink more and tend to break. | Keep your prettiest slices for the top, and arrange them attractively. | Using a pastry brush, spread the rest of the jam across the the top of the cake. | Sprinkle the top with almonds (I always leave this out unless I'm making it for a certain person). | Bake in a 350° oven for about an hour, until crust and apples are golden.",11,"4,5",10,time-to-make | course | main-ingredient | cuisine | preparation | occasion | low-protein | desserts | fruit | european | dinner-party | holiday-event | cakes | dietary | low-sodium | low-in-something | apples | 4-hours-or-less
